SMILES Labelled,ConBase_pKa,Reference
[N:10](C)(C)CCCCCNC(/C=N/[O-])=O,10.29,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CC2)CC(COC(C)=O)C2CC1,10.29,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](C(c1ccccc1)=S)c1cc(F)ccc1,10.29,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CCC2CC1)CC2c(cc1)ccc1N(C)C,10.29,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[S-:10]CCC([O-])=O,10.29,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](CCCC)CCN,10.3,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CCCCCc1ccncc1,10.3,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](C=S)c1cc([N+]([O-])=O)ccc1,10.3,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(c1ccc2)cccc1c2N,10.3,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10]1C(C)(C)CCC1C1NC(C)(C)CC1,10.3,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]C[Si](C)(C)O[Si](C)(C)CN,10.3,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(cccc1)c1C(OC)=O,10.3,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CCCCc1ncccc1,10.3,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](c(-[n]1nc(C)cc1O)n1)c(C)c(C)c1[O-],10.3,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C(C1SC2(C)C)C([O-])=O)=C(CCC[C@@H](C([O-])=O)N)N1[C@@H]2C([O-])=O,10.3,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(cc1)cc(C)c1/N=N/c(cc1)cc(C2)c1-c1c2cccc1,10.3,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]C(C)Cc1c[nH]c(cc2)c1cc2OC,10.3,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n-:10]1c(-c2ccccc2)nc2c1ccnc2,10.3,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)C(C)C,10.3,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1=C2SC=C(C)N2CCC1,10.31,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10]([C@H](C)C1)[C@H](CCCC2)[C@@H]2[C@@]1(CC)O,10.31,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1cc(C)c(C(C)C)cc1,10.31,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]Cc1c(CO)cnc(C)c1[O-],10.32,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1cc(C)c(C)cc1,10.32,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(cc(cc1)[N+]([O-])=O)c1C([O-])=O,10.32,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](C(c1cccc(Br)c1)=S)c(cc1)ccc1F,10.32,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(Cc(c(Cl)c(cc2Cl)Cl)c2[O-])CCCCC1,10.32,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)([C@H](CC1)C2)[C@@H]1C[C@@H]2O,10.33,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CC)(CC)CCCNC(/C=N/[O-])=O,10.33,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1cc(CCCC2)c2cc1,10.33,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CCCCCCC,10.34,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CCCCCc1cccnc1,10.34,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1c(Cc2ccccc2)nc(C)[o]1,10.34,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CC)(CC)CCC[C@@H](C)[C@@H](CC[C@H]1[C@H](CC2)[C@H](C3)[C@@](C)(CC4)[C@H]2C[C@@H]4O)[C@@]1(C)[C@H]3O,10.34,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](CCC)CCN,10.34,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
CC(C)([OH2+])[O-:10],10.34,"Guthrie, J. P. J. Am. Chem. Soc. 1978, 100, 5892 - 5904."
[NH:10]1C(Cc2ccccc2)CCC1,10.35,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CC([O-])=O)CCCCC1,10.35,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1c(C)ccc(C(C)C)c1,10.35,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1=C(Cc2cccc3ccccc23)NCC1,10.35,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CCC)(CCC)CCCNC(/C=N/[O-])=O,10.35,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[S-:10]C(C)(C)C(C([O-])=O)[n]1c(Cc2ccccc2)ncc1,10.35,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CC)(CC)CCCCCCNc(c1c2)c(ccc(Cl)c3)c3nc1ccc2OC,10.35,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](Cc1ccccc1)S(c(cc1)ccc1C#N)(=O)=O,10.35,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1cc(Cc(cc(cc2)[N+]([O-])=O)c2[O-])c(C)cc1,10.35,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CC)(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,10.35,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CCCCO,10.35,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(CCNC)CCNC,10.36,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1c(C)ccc(C)c1,10.36,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CCCC)CCCC1,10.36,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](C)CCN,10.36,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CC(C)C,10.36,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(cccc1)c1C(C)=O,10.37,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CCCCCC(OCC)=O,10.37,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10]1c2c(N3CCOCC3)ncnc2SCC1=O,10.37,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](\CCN1CCOCC1)=C(/C(C)=C1)\N(C)N=C1c1ccccc1,10.37,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CCCCCc1ncccc1,10.38,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]C(C)(C)c1ccccc1,10.38,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CCc(cc1)ccc1[O-],10.39,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(CCCN)CCCN,10.39,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1cc(N)c(N)nc1[S-],10.39,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CCCCc1ccccc1,10.39,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(CC)CC,10.39,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]C(C(C)C)C(C)C,10.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](C(C)CCC1)C1C([O-])=O,10.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(cc(C)c(C)c1)c1N,10.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](CCNC(C)C)C(C)C,10.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n-:10]1c(nc(nc2)[S-])c2nc1,10.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](c1c(C)cc(C)cc11)c(C)cc1N,10.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(ccc(N)c1)c1N,10.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](\N(C)C)=C(/C)\NCCCC,10.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](\N(C)C)=C(\CCCCC)/N,10.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](C(CC([O-])=O)CC1C(C)C)C1C([O-])=O,10.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CC)(CC)CCCCCCCC(C)Nc(c1c2)c(ccc(Cl)c3)c3nc1ccc2OC,10.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1cc(Cc2cc(C)cc([N+]([O-])=O)c2[O-])c(C)cc1,10.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[S-:10]C(C)(C)C(C([O-])=O)[n]1c(C/C=C/CC)ncc1,10.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10]([C@H]1C)[C@H](CCCCCCCC([O-])=O)CC[C@@H]1O,10.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(cc1)c(CNC(CO)C([O-])=O)cc1OC,10.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(cccc1)c1-c(cccc1)c1OC,10.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(C)CCC1,10.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)C(C)CC,10.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](\C(C)C)=C\N(C)c(cc1)ccc1-c1c[nH]cn1,10.41,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](C(c(cc1)ccc1Cl)=S)c(cc1)ccc1F,10.41,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH-:10]C(CC(C)=O)=O,10.41,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)[C@@H](CCCC1)[C@H]1O,10.42,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]/N=C/c1ccnc2ccccc12,10.42,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](C(c1ccccc1)=S)c(cc1)ccc1Br,10.42,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10]=C(/N)\N(c1ccccc1)c1ccccc1,10.42,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](c1c2)c(cc(cc3)N(C)C)c3cc1ccc2N(C)C,10.42,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]/C(\C)=C/C(C)=C,10.42,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]C(C)CCC([O-])=O,10.43,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n-:10](cn1)c2c1N=C(N)N(C)C2=O,10.43,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)CCCCCCNC(/C=N/[O-])=O,10.43,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](c(cc(CCCC1)c1c1)c1N1)C1=S,10.43,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CCC)CCCCC1,10.45,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]C[Si](C)(C)c1ccccc1,10.45,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1c(CNC(CO)C([O-])=O)cccc1,10.45,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]CCC[n+]1ccc2c([N+]([O-])=O)cccc2c1,10.45,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](CC)CCNCC,10.46,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)[C@H]1CC[C@@H](C)CC1,10.46,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1c(CCCC2)c2ccc1,10.46,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10][C@@H]([C@@H](c1ccccc1)O)c1ccccc1,10.46,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH-:10]S(c(cc(C([O-])=O)c(NCc1ccc[o]1)c1)c1Cl)(=O)=O,10.46,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](CC)CCN,10.46,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](nccc1)c1[O-],10.46,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CCCC)CCCCC1,10.47,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CCC)(CCC)CCC,10.47,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CCCCCC([O-])=O)CCCCC1,10.47,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(ccc(CN)c1)c1OC,10.47,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10][Se]c(cccc1)c1[N+]([O-])=O,10.47,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)CCCCCCCNC(/C=N/[O-])=O,10.47,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(cc1)ccc1OCc1ccccc1,10.47,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)C1CCCCC1,10.48,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CCCC([O-])=O,10.48,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](C(c1cccc(C)c11)=O)C1=O,10.49,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](C(c1cccc(Br)c1)=S)c1ccccc1,10.49,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1nc([O-])nc2c1nc[n]2C,10.5,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n-:10](cn1)c2c1ncnc2N(C)C,10.5,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]/N=C/c1ncccc1C,10.5,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CC)(CC)CC([O-])=O,10.5,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(c(N)ccc1)c1N,10.5,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1c(CC=C)c(C)n[n]1C,10.5,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n-:10](c(C)c1CCC)[n+](C)c1[O-],10.5,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]Nc1nc([O-])[n+]([C@H]([C@H]2O)O[C@@H](CO)[C@@H]2O)cc1,10.5,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CCC(c1ccccc1)c1ncccc1)(C(C)C)C(C)C,10.5,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)CCCCCCCCNC(/C=N/[O-])=O,10.5,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](c(cccc1)c1C(C)=O)N=C(C(CC(C)(C)C1)=O)C1=O,10.5,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CCCCC#C,10.5,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CCCCCc1ccccc1,10.51,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)[C@@H]1C[C@H](C)CCC1,10.51,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1c(C)c(C)ccc1,10.51,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CC1CCCCC1,10.52,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](C(C)(C)C1)C(C)(C)CC1NCCO,10.52,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH-:10]C(c1ccncc1)=O,10.52,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10][C@@H](C[C@H](C)CC1)[C@@H]1C(C)C,10.52,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](C)C(C)CC1CCCCC1,10.52,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)CCCCCCCCCNC(/C=N/[O-])=O,10.52,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(cc1)c(CN2CCOCC2)cc1F,10.52,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)C(C)(C)C,10.52,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CCCCCO,10.52,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]/N=C(\CCCC1)/C\1=N/O,10.53,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CCCCC#CC#CCCC([O-])=O,10.53,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(cc1)ccc1/N=C/N(C)C,10.54,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]/N=C/c(cc1)ccc1Cl,10.54,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(cccc1CN)c1OC,10.54,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(Cc(cc(cc2)[N+]([O-])=O)c2[O-])CCCCC1,10.54,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10]1CCN(Cc2cc(CN3CC[NH2+]CCNCC3)n[nH]2)CCNCC1,10.54,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](C)CC(C)CNC,10.55,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](CC(C)C)C(C)C,10.55,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1c(C)cc(C)c(C)c1,10.55,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(ccc1c2cn[nH]1)c2S([O-])(=O)=O,10.55,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n-:10]1ncc2c1ncnc2NC,10.55,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]/N=C/C=C/c1ccccc1,10.55,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
